ID_HISTORIAL,ID_USUARIO,ID_CURSO,PERIODO,ANNO,OBSERVACIONES,CALIFICACION,ID_ESTADO
801,885,660,FIRST SEMESTER,2015,student demonstrated strong understanding of the material,11,2
802,59,37,THIRD SEMESTER,2020,student showed improvement in test scores,45,2
803,538,984,FIRST SEMESTER,2008,student worked well in group projects,92,2
804,457,990,THIRD SEMESTER,2014,student completed assignment on time,32,1
805,426,771,THIRD SEMESTER,2004,student was absent without notice,82,2
806,298,667,WINTER SEMESTER,2015,student showed improvement in test scores,19,2
807,375,664,THIRD SEMESTER,2011,student completed assignment on time,25,1
808,515,184,THIRD SEMESTER,2016,student arrived late to class,42,2
809,303,633,WINTER SEMESTER,2008,student arrived late to class,7,2
810,155,421,SECOND SEMESTER,2013,student asked insightful questions,9,2
811,263,95,WINTER SEMESTER,2008,student asked insightful questions,60,2
812,78,246,WINTER SEMESTER,2005,student needed extra help with the lesson,17,1
813,805,299,FIRST SEMESTER,2005,student was absent without notice,37,2
814,233,292,SUMMER SEMESTER,2020,student showed improvement in test scores,73,1
815,971,513,THIRD SEMESTER,2016,student demonstrated strong understanding of the material,56,2
816,253,20,SECOND SEMESTER,2004,student was absent without notice,4,1
817,132,889,WINTER SEMESTER,2019,student needed extra help with the lesson,17,2
818,786,70,SUMMER SEMESTER,2020,student demonstrated strong understanding of the material,46,1
819,113,440,SECOND SEMESTER,2004,student needed extra help with the lesson,63,2
820,611,774,SECOND SEMESTER,2014,student was absent without notice,82,2
821,433,846,SUMMER SEMESTER,2017,student participated actively in discussion,78,2
822,648,409,WINTER SEMESTER,2014,student needed extra help with the lesson,52,1
823,453,285,SECOND SEMESTER,2016,student needed extra help with the lesson,95,1
824,945,921,SUMMER SEMESTER,2015,student exhibited disruptive behavior,1,2
825,828,389,THIRD SEMESTER,2003,student arrived late to class,73,2
826,283,47,SUMMER SEMESTER,2017,student was absent without notice,71,1
827,540,365,FIRST SEMESTER,2008,student exhibited disruptive behavior,55,2
828,100,122,FIRST SEMESTER,2009,student worked well in group projects,75,1
829,579,601,WINTER SEMESTER,2014,student asked insightful questions,20,2
830,64,480,THIRD SEMESTER,2015,student was absent without notice,93,1
831,204,302,SUMMER SEMESTER,2004,student asked insightful questions,85,1
832,83,307,SECOND SEMESTER,2008,student worked well in group projects,3,2
833,71,823,FIRST SEMESTER,2015,student arrived late to class,42,2
834,412,190,THIRD SEMESTER,2019,student worked well in group projects,95,2
835,591,724,WINTER SEMESTER,2010,student showed improvement in test scores,85,2
836,428,866,SUMMER SEMESTER,2009,student participated actively in discussion,49,1
837,729,507,FIRST SEMESTER,2021,student was absent without notice,93,1
838,424,793,SUMMER SEMESTER,2004,student arrived late to class,28,1
839,829,918,WINTER SEMESTER,2016,student demonstrated strong understanding of the material,60,1
840,413,371,SUMMER SEMESTER,2006,student needed extra help with the lesson,100,1
841,495,290,FIRST SEMESTER,2004,student participated actively in discussion,82,1
842,977,603,SUMMER SEMESTER,2008,student worked well in group projects,81,2
843,766,37,SECOND SEMESTER,2014,student exhibited disruptive behavior,8,2
844,600,723,THIRD SEMESTER,2010,student worked well in group projects,85,2
845,613,376,SECOND SEMESTER,2010,student showed improvement in test scores,41,1
846,488,478,WINTER SEMESTER,2021,student participated actively in discussion,94,1
847,794,170,THIRD SEMESTER,1998,student demonstrated strong understanding of the material,95,2
848,311,317,FIRST SEMESTER,2009,student was absent without notice,68,2
849,724,952,FIRST SEMESTER,2009,student exhibited disruptive behavior,88,1
850,329,633,WINTER SEMESTER,2004,student exhibited disruptive behavior,50,2
851,85,948,SECOND SEMESTER,2008,student exhibited disruptive behavior,96,2
852,626,949,SECOND SEMESTER,2012,student participated actively in discussion,53,1
853,73,910,FIRST SEMESTER,2020,student completed assignment on time,72,2
854,993,236,SUMMER SEMESTER,2020,student participated actively in discussion,20,1
855,166,892,SUMMER SEMESTER,2015,student completed assignment on time,68,1
856,406,36,FIRST SEMESTER,2011,student demonstrated strong understanding of the material,15,1
857,807,383,FIRST SEMESTER,2005,student arrived late to class,3,2
858,792,799,WINTER SEMESTER,2017,student worked well in group projects,50,2
859,936,445,FIRST SEMESTER,2016,student was absent without notice,53,1
860,963,975,WINTER SEMESTER,2015,student worked well in group projects,20,2
861,245,926,SECOND SEMESTER,2013,student demonstrated strong understanding of the material,51,1
862,153,244,FIRST SEMESTER,2009,student asked insightful questions,40,1
863,41,326,SECOND SEMESTER,0,student asked insightful questions,56,1
864,308,992,SECOND SEMESTER,2021,student demonstrated strong understanding of the material,28,2
865,825,554,SECOND SEMESTER,2015,student needed extra help with the lesson,4,2
866,996,691,SECOND SEMESTER,2015,student arrived late to class,18,2
867,218,601,WINTER SEMESTER,2004,student worked well in group projects,71,2
868,981,557,SUMMER SEMESTER,2015,student arrived late to class,48,2
869,604,89,THIRD SEMESTER,2020,student completed assignment on time,79,2
870,904,479,FIRST SEMESTER,2014,student exhibited disruptive behavior,83,1
871,965,302,SUMMER SEMESTER,2007,student showed improvement in test scores,42,1
872,69,796,FIRST SEMESTER,2008,student asked insightful questions,48,1
873,305,663,SUMMER SEMESTER,2012,student needed extra help with the lesson,31,2
874,149,367,SUMMER SEMESTER,2015,student needed extra help with the lesson,16,2
875,388,265,FIRST SEMESTER,2011,student arrived late to class,18,1
876,6,923,THIRD SEMESTER,0,student participated actively in discussion,64,2
877,309,974,THIRD SEMESTER,2000,student showed improvement in test scores,22,2
878,807,1,FIRST SEMESTER,0,student arrived late to class,84,1
879,945,340,SUMMER SEMESTER,2008,student needed extra help with the lesson,29,1
880,846,603,SUMMER SEMESTER,2012,student demonstrated strong understanding of the material,25,2
881,842,705,THIRD SEMESTER,2012,student arrived late to class,14,1
882,821,218,SECOND SEMESTER,2020,student participated actively in discussion,34,2
883,128,532,WINTER SEMESTER,2008,student demonstrated strong understanding of the material,27,2
884,170,751,SUMMER SEMESTER,2009,student asked insightful questions,33,1
885,374,229,SECOND SEMESTER,2014,student asked insightful questions,97,1
886,909,758,SECOND SEMESTER,2012,student was absent without notice,52,2
887,686,738,FIRST SEMESTER,2014,student was absent without notice,1,1
888,506,256,SECOND SEMESTER,0,student participated actively in discussion,38,2
889,458,659,WINTER SEMESTER,2016,student worked well in group projects,2,1
890,654,552,THIRD SEMESTER,2013,student demonstrated strong understanding of the material,89,1
891,132,122,SECOND SEMESTER,2015,student needed extra help with the lesson,63,1
892,102,762,SUMMER SEMESTER,0,student arrived late to class,69,1
893,262,934,SECOND SEMESTER,2015,student worked well in group projects,3,1
894,626,891,WINTER SEMESTER,1996,student showed improvement in test scores,31,2
895,190,19,FIRST SEMESTER,2013,student was absent without notice,47,2
896,452,264,FIRST SEMESTER,2017,student worked well in group projects,95,2
897,175,50,FIRST SEMESTER,2016,student demonstrated strong understanding of the material,22,1
898,380,50,WINTER SEMESTER,2006,student needed extra help with the lesson,53,1
899,365,956,WINTER SEMESTER,2006,student participated actively in discussion,78,2
900,339,50,FIRST SEMESTER,2014,student showed improvement in test scores,33,2
901,912,614,WINTER SEMESTER,2014,student exhibited disruptive behavior,7,2
902,925,486,FIRST SEMESTER,2015,student needed extra help with the lesson,64,2
903,939,524,WINTER SEMESTER,2013,student needed extra help with the lesson,34,2
904,862,409,SECOND SEMESTER,2015,student participated actively in discussion,71,1
905,399,402,SUMMER SEMESTER,2007,student showed improvement in test scores,28,1
906,574,480,SUMMER SEMESTER,2006,student demonstrated strong understanding of the material,65,1
907,520,702,FIRST SEMESTER,2012,student participated actively in discussion,7,1
908,589,254,THIRD SEMESTER,2009,student participated actively in discussion,67,2
909,413,443,WINTER SEMESTER,2010,student showed improvement in test scores,49,2
910,955,510,SECOND SEMESTER,2021,student needed extra help with the lesson,42,1
911,585,541,WINTER SEMESTER,2001,student asked insightful questions,27,2
912,327,575,THIRD SEMESTER,2016,student showed improvement in test scores,44,2
913,623,30,WINTER SEMESTER,2004,student needed extra help with the lesson,34,1
914,558,656,WINTER SEMESTER,2016,student showed improvement in test scores,71,2
915,184,945,THIRD SEMESTER,2019,student arrived late to class,69,1
916,722,340,SUMMER SEMESTER,2016,student arrived late to class,13,1
917,449,251,FIRST SEMESTER,2011,student participated actively in discussion,35,2
918,159,643,SECOND SEMESTER,2009,student exhibited disruptive behavior,91,2
919,306,480,THIRD SEMESTER,2012,student asked insightful questions,35,1
920,826,709,FIRST SEMESTER,2015,student needed extra help with the lesson,59,1
921,630,872,WINTER SEMESTER,2020,student was absent without notice,5,2
922,447,696,FIRST SEMESTER,2008,student showed improvement in test scores,29,2
923,399,186,SECOND SEMESTER,2014,student demonstrated strong understanding of the material,80,1
924,697,333,SUMMER SEMESTER,2008,student completed assignment on time,66,2
925,874,421,FIRST SEMESTER,2003,student was absent without notice,48,1
926,611,444,WINTER SEMESTER,2008,student exhibited disruptive behavior,66,1
927,188,856,THIRD SEMESTER,2014,student was absent without notice,5,1
928,125,704,THIRD SEMESTER,2012,student arrived late to class,55,1
929,468,861,THIRD SEMESTER,2008,student worked well in group projects,63,1
930,303,660,WINTER SEMESTER,2002,student needed extra help with the lesson,50,2
931,777,165,THIRD SEMESTER,2020,student needed extra help with the lesson,85,1
932,357,390,THIRD SEMESTER,1997,student worked well in group projects,9,2
933,681,625,FIRST SEMESTER,2008,student participated actively in discussion,76,2
934,290,717,SECOND SEMESTER,2015,student demonstrated strong understanding of the material,42,2
935,939,293,SUMMER SEMESTER,2015,student arrived late to class,1,2
936,351,194,SECOND SEMESTER,2016,student exhibited disruptive behavior,25,2
937,92,908,FIRST SEMESTER,2010,student demonstrated strong understanding of the material,72,2
938,199,530,SUMMER SEMESTER,2006,student worked well in group projects,38,2
939,568,62,SECOND SEMESTER,2019,student arrived late to class,48,1
940,103,162,SUMMER SEMESTER,2017,student demonstrated strong understanding of the material,53,2
941,321,460,SUMMER SEMESTER,2008,student asked insightful questions,22,2
942,579,303,WINTER SEMESTER,2011,student demonstrated strong understanding of the material,22,2
943,592,777,WINTER SEMESTER,2011,student worked well in group projects,38,2
944,732,605,SECOND SEMESTER,2006,student participated actively in discussion,29,1
945,933,712,SECOND SEMESTER,2006,student exhibited disruptive behavior,2,1
946,605,953,SUMMER SEMESTER,2010,student demonstrated strong understanding of the material,92,1
947,610,939,WINTER SEMESTER,1995,student exhibited disruptive behavior,37,1
948,990,897,THIRD SEMESTER,2015,student demonstrated strong understanding of the material,91,2
949,963,230,SUMMER SEMESTER,2014,student showed improvement in test scores,62,2
950,373,239,SECOND SEMESTER,2007,student needed extra help with the lesson,20,2
951,244,474,SUMMER SEMESTER,0,student asked insightful questions,47,1
952,146,255,FIRST SEMESTER,2020,student asked insightful questions,65,2
953,876,425,SECOND SEMESTER,2005,student exhibited disruptive behavior,92,1
954,972,628,WINTER SEMESTER,2005,student worked well in group projects,0,2
955,324,842,THIRD SEMESTER,2009,student completed assignment on time,42,2
956,921,157,THIRD SEMESTER,2014,student needed extra help with the lesson,34,2
957,353,842,SUMMER SEMESTER,2012,student completed assignment on time,43,1
958,115,376,FIRST SEMESTER,1999,student showed improvement in test scores,45,2
959,40,694,WINTER SEMESTER,2004,student needed extra help with the lesson,74,1
960,363,808,SUMMER SEMESTER,2004,student participated actively in discussion,43,1
961,76,453,THIRD SEMESTER,2016,student arrived late to class,52,1
962,396,487,THIRD SEMESTER,2014,student showed improvement in test scores,74,1
963,376,779,SUMMER SEMESTER,2018,student participated actively in discussion,79,2
964,250,462,SUMMER SEMESTER,2015,student completed assignment on time,96,2
965,114,614,SUMMER SEMESTER,0,student asked insightful questions,55,2
966,127,597,SUMMER SEMESTER,2015,student asked insightful questions,69,2
967,537,346,SECOND SEMESTER,2016,student arrived late to class,4,2
968,283,698,SUMMER SEMESTER,2006,student demonstrated strong understanding of the material,53,2
969,928,481,SUMMER SEMESTER,2005,student completed assignment on time,81,2
970,993,276,THIRD SEMESTER,2019,student showed improvement in test scores,20,2
971,153,201,SUMMER SEMESTER,2013,student worked well in group projects,100,2
972,826,110,THIRD SEMESTER,2018,student worked well in group projects,89,1
973,983,760,THIRD SEMESTER,2020,student worked well in group projects,95,1
974,78,917,THIRD SEMESTER,2002,student needed extra help with the lesson,38,1
975,691,882,FIRST SEMESTER,0,student worked well in group projects,29,2
976,288,973,WINTER SEMESTER,0,student exhibited disruptive behavior,100,2
977,485,717,FIRST SEMESTER,2005,student needed extra help with the lesson,26,2
978,909,232,SUMMER SEMESTER,2019,student exhibited disruptive behavior,63,2
979,914,206,THIRD SEMESTER,2004,student arrived late to class,36,1
980,390,719,SECOND SEMESTER,2017,student participated actively in discussion,66,2
981,228,556,SUMMER SEMESTER,2002,student completed assignment on time,12,2
982,841,15,THIRD SEMESTER,2012,student worked well in group projects,5,1
983,818,117,WINTER SEMESTER,1999,student exhibited disruptive behavior,69,1
984,936,288,WINTER SEMESTER,2004,student showed improvement in test scores,54,1
985,491,53,WINTER SEMESTER,2007,student was absent without notice,28,1
986,903,976,THIRD SEMESTER,2006,student arrived late to class,69,2
987,245,420,FIRST SEMESTER,0,student needed extra help with the lesson,38,2
988,773,387,SECOND SEMESTER,2004,student asked insightful questions,82,2
989,338,560,THIRD SEMESTER,2012,student arrived late to class,65,2
990,259,712,SUMMER SEMESTER,2012,student worked well in group projects,72,1
991,240,26,SECOND SEMESTER,2015,student asked insightful questions,37,1
992,69,446,THIRD SEMESTER,2012,student arrived late to class,8,1
993,660,189,THIRD SEMESTER,2016,student asked insightful questions,8,2
994,626,697,SECOND SEMESTER,2009,student demonstrated strong understanding of the material,22,1
995,305,884,WINTER SEMESTER,2016,student showed improvement in test scores,65,1
996,813,90,SECOND SEMESTER,2013,student worked well in group projects,15,1
997,134,215,THIRD SEMESTER,2017,student arrived late to class,64,1
998,659,152,SECOND SEMESTER,2004,student needed extra help with the lesson,26,1
999,982,73,SECOND SEMESTER,2004,student participated actively in discussion,39,2
1000,791,58,SUMMER SEMESTER,0,student was absent without notice,62,2
